X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,month_num,day_num,same_condition_count,daily_total_area,ignition_type,distance_to_center,is_periphery,human_access_zone,dynamic_seasonal_hotspot_distance,day_type_Saturday,day_type_Sunday,day_type_Weekday,is_peak_season,month_sin,month_cos,day_sin,day_cos,moderate_wind_danger,has_rain,hot_and_dry,double_drought,ISI_x_DC,rain_evaporation_risk,area_log,daily_total_area_log,risk_class
2,5,sep,tue,91.0,129.5,692.6,7.0,17.6,46,3.1,0.0,7.04,9,2,1,7.04,0,2.23606797749979,0,0,6.082762530298219,0,0,1,1,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,0,0,1,4848.2,0,2.0844290831908747,2.0844290831908747,0
8,6,mar,sun,89.3,51.3,102.2,9.6,11.5,39,5.8,0.0,7.19,3,7,2,7.19,2,4.47213595499958,0,1,2.23606797749979,0,1,0,1,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,1,0,0,0,981.12,0,2.1029138978649784,2.1029138978649784,0
1,5,sep,mon,90.9,126.5,686.5,7.0,21.0,42,2.2,0.0,7.3,9,1,1,7.3,0,3.1622776601683795,1,0,7.0710678118654755,0,0,1,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0,0,0,1,4805.5,0,2.1162555148025524,2.1162555148025524,0
6,4,mar,sat,90.8,41.9,89.4,7.9,13.3,42,0.9,0.0,7.4,3,6,1,7.4,0,2.0,0,0,1.0,1,0,0,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0,0,0,0,706.2600000000001,0,2.128231705849268,2.128231705849268,0
7,4,mar,sun,90.7,44.0,92.4,5.5,11.5,60,4.0,0.0,8.24,3,7,1,8.24,0,3.0,0,0,1.4142135623730951,0,1,0,1,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,1,0,0,0,508.20000000000005,0,2.2235418856535927,2.2235418856535927,0
6,5,mar,fri,91.2,48.3,97.8,12.5,11.7,33,4.0,0.0,8.31,3,5,1,8.31,0,2.23606797749979,0,0,0.0,0,0,1,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,1,0,0,0,1222.5,0,2.231089091288976,2.231089091288976,0
2,5,aug,thu,95.2,131.7,578.8,10.4,24.2,28,2.7,0.0,8.68,8,4,1,8.68,0,2.23606797749979,0,0,6.082762530298219,0,0,1,1,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,1,1,6019.5199999999995,0,2.2700619012884857,2.2700619012884857,0
2,2,aug,tue,94.8,108.3,647.1,17.0,24.6,22,4.5,0.0,8.71,8,2,2,18.72,1,2.8284271247461903,0,0,7.211102550927978,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,1,0,1,1,11000.7,0,2.2731562823032334,2.9816333491744893,0
4,5,sep,wed,92.9,133.3,699.6,9.2,24.3,25,4.0,0.0,9.41,9,3,1,9.41,0,1.0,0,0,4.123105625617661,0,0,1,1,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,1,0,1,1,6436.32,0,2.3427668826268775,2.3427668826268775,0
2,2,aug,tue,94.8,108.3,647.1,17.0,24.6,22,4.5,0.0,10.01,8,2,2,18.72,1,2.8284271247461903,0,0,7.211102550927978,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,1,0,1,1,11000.7,0,2.3988039507345884,2.9816333491744893,0
2,5,aug,fri,93.9,135.7,586.7,15.1,23.5,36,5.4,0.0,10.02,8,5,1,10.02,0,2.23606797749979,0,0,6.082762530298219,0,0,1,1,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,1,0,1,1,8859.17,0,2.3997118037247684,2.3997118037247684,0
6,5,apr,thu,81.5,9.1,55.2,2.7,5.8,54,5.8,0.0,10.93,4,4,2,15.54,1,2.23606797749979,0,0,0.0,0,0,1,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,1,0,0,0,149.04000000000002,0,2.4790562361098245,2.805781689595545,0
4,5,sep,thu,92.9,137.0,706.4,9.2,21.5,15,0.9,0.0,11.06,9,4,2,11.06,2,1.0,0,0,4.123105625617661,0,0,1,1,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,0,1,1,6498.879999999999,0,2.4898941912990393,2.4898941912990393,0
3,4,sep,tue,91.0,129.5,692.6,7.0,13.9,59,6.3,0.0,11.24,9,2,1,11.24,0,1.0,0,0,5.385164807134504,0,0,1,1,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,0,0,1,4848.2,0,2.50470927708418,2.50470927708418,0
2,4,sep,mon,63.5,70.8,665.3,0.8,22.6,38,3.6,0.0,11.32,9,1,1,11.32,0,2.0,0,0,6.324555320336759,0,0,1,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,1,0,1,0,532.24,0,2.511223958105374,2.511223958105374,0
1,5,sep,tue,91.0,129.5,692.6,7.0,21.6,33,2.2,0.0,11.53,9,2,1,11.53,0,3.1622776601683795,1,0,7.0710678118654755,0,0,1,1,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,0,1,1,4848.2,0,2.528125768907977,2.528125768907977,0
6,5,mar,sun,90.1,37.6,83.7,7.2,12.4,54,3.6,0.0,12.1,3,7,1,12.1,0,2.23606797749979,0,0,0.0,0,1,0,1,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,1,0,0,0,602.64,0,2.5726122302071057,2.5726122302071057,0
7,4,feb,sun,83.9,8.7,32.1,2.1,8.8,68,2.2,0.0,13.05,2,7,1,13.05,0,3.0,0,0,1.4142135623730951,0,1,0,0,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,0,0,0,0,67.41000000000001,0,2.642622395779755,2.642622395779755,0
8,6,oct,wed,91.4,37.9,673.8,5.2,20.2,37,2.7,0.0,13.7,10,3,1,13.7,0,4.47213595499958,0,1,2.23606797749979,0,0,1,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,1,1,3503.7599999999998,0,2.6878474937846906,2.6878474937846906,0
5,6,mar,sat,90.6,50.1,100.4,7.8,15.1,64,4.0,0.0,13.99,3,6,1,13.99,0,2.23606797749979,0,0,1.4142135623730951,1,0,0,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,783.12,0,2.7073833121145063,2.7073833121145063,0
4,5,sep,thu,92.9,137.0,706.4,9.2,22.1,34,1.8,0.0,14.57,9,4,1,14.57,0,1.0,0,0,4.123105625617661,0,0,1,1,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,0,1,1,6498.879999999999,0,2.745345985845907,2.745345985845907,0
2,2,aug,sat,93.5,139.4,594.2,20.3,22.9,31,7.2,0.0,15.45,8,6,1,15.45,0,2.8284271247461903,0,0,7.211102550927978,1,0,0,1,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0,0,1,1,12062.260000000002,0,2.800325477211381,2.800325477211381,0
7,5,sep,tue,91.0,129.5,692.6,7.0,20.7,37,2.2,0.0,17.2,9,2,1,17.2,0,3.1622776601683795,0,0,1.4142135623730951,0,0,1,1,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,0,1,1,4848.2,0,2.9014215940827497,2.9014215940827497,0
6,5,sep,fri,92.4,117.9,668.0,12.2,19.6,33,6.3,0.0,19.23,9,5,2,19.23,2,2.23606797749979,0,0,2.23606797749979,0,0,1,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0,0,0,1,8149.599999999999,0,3.007166651179654,3.007166651179654,0
8,3,sep,thu,93.7,80.9,685.2,17.9,23.2,26,4.9,0.0,23.41,9,4,1,23.41,0,4.123105625617661,0,0,3.0,0,0,1,1,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,1,0,1,1,12265.08,0,3.1949928844048685,3.1949928844048685,0
4,4,oct,sat,90.6,43.7,686.9,6.7,18.4,25,3.1,0.0,24.23,10,6,1,24.23,0,0.0,0,0,2.23606797749979,1,0,0,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0,0,0,1,4602.23,0,3.2280337626529665,3.2280337626529665,0
7,4,aug,sat,93.5,139.4,594.2,20.3,5.1,96,5.8,0.0,26.0,8,6,1,26.0,0,3.0,0,0,2.23606797749979,1,0,0,1,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,0,0,1,12062.260000000002,0,3.295836866004329,3.295836866004329,0
7,4,sep,fri,94.3,85.1,692.3,15.9,20.1,47,4.9,0.0,26.13,9,5,2,27.59,1,3.0,0,0,2.23606797749979,0,0,1,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,1,0,0,1,11007.57,0,3.3006401266708405,3.3530570063342204,0
7,3,mar,mon,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,27.35,3,1,3,64.2,2,3.1622776601683795,0,0,2.23606797749979,0,0,1,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,1,0,0,0,519.0,0,3.3446270301737613,4.177459468932607,0
4,4,mar,sat,91.7,35.8,80.8,7.8,17.0,27,4.9,0.0,28.66,3,6,2,57.32,1,0.0,0,0,2.23606797749979,1,0,0,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,630.24,0,3.389799336709786,4.065945087700403,0
4,4,mar,sat,91.7,35.8,80.8,7.8,17.0,27,4.9,0.0,28.66,3,6,2,57.32,1,0.0,0,0,2.23606797749979,1,0,0,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,630.24,0,3.389799336709786,4.065945087700403,0
4,4,sep,sun,92.4,124.1,680.7,8.5,16.9,60,1.3,0.0,29.48,9,7,1,29.48,0,0.0,0,0,4.47213595499958,0,1,0,1,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0,0,0,1,5785.950000000001,0,3.4170707308184456,3.4170707308184456,0
1,3,sep,mon,88.6,91.8,709.9,7.1,12.4,73,6.3,0.0,30.32,9,1,1,30.32,0,3.1622776601683795,1,0,7.615773105863909,0,0,1,1,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0,0,0,1,5040.29,0,3.4442568711226023,3.4442568711226023,0
4,5,sep,wed,92.9,133.3,699.6,9.2,19.4,19,1.3,0.0,31.72,9,3,1,31.72,0,1.0,0,0,4.123105625617661,0,0,1,1,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0,0,0,1,6436.32,0,3.487986511734546,3.487986511734546,1
6,5,mar,mon,90.1,39.7,86.6,6.2,15.2,27,3.1,0.0,31.86,3,1,1,31.86,0,2.23606797749979,0,0,0.0,0,0,1,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,0,0,0,536.92,0,3.492256112609122,3.492256112609122,1
8,6,aug,sun,90.2,99.6,631.2,6.3,16.2,59,3.1,0.0,32.07,8,7,1,32.07,0,4.47213595499958,0,1,0.0,0,1,0,1,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0,0,0,1,3976.5600000000004,0,3.4986265269937014,3.4986265269937014,1
3,4,sep,fri,93.3,141.2,713.9,13.9,18.6,49,3.6,0.0,35.88,9,5,1,35.88,0,1.0,0,0,5.385164807134504,0,0,1,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,1,0,0,1,9923.21,0,3.607669398688393,3.607669398688393,1
4,3,mar,mon,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,36.85,3,1,3,64.2,2,1.0,0,0,2.8284271247461903,0,0,1,1,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,1,0,0,0,519.0,0,3.6336309798834576,4.177459468932607,1
2,2,jul,fri,88.3,150.3,309.9,6.8,13.4,79,3.6,0.0,37.02,7,5,1,37.02,0,2.8284271247461903,0,0,7.211102550927978,0,0,1,0,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,1,0,0,0,2107.3199999999997,0,3.6381123370602833,3.6381123370602833,1
7,4,sep,wed,90.1,82.9,735.7,6.2,15.4,57,4.5,0.0,37.71,9,3,1,37.71,0,3.0,0,0,2.23606797749979,0,0,1,1,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,1,0,0,1,4561.34,0,3.6560979645895566,3.6560979645895566,1
4,4,sep,sun,93.5,149.3,728.6,8.1,22.9,39,4.9,0.0,48.55,9,7,1,48.55,0,0.0,0,0,4.47213595499958,0,1,0,1,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,1,0,1,1,5901.66,0,3.902982260775997,3.902982260775997,1
7,5,oct,mon,91.7,48.5,696.1,11.1,16.1,44,4.0,0.0,49.37,10,1,1,49.37,0,3.1622776601683795,0,0,1.0,0,0,1,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,1,0,0,1,7726.71,0,3.9193957597575593,3.9193957597575593,1
8,6,aug,sat,92.2,81.8,480.8,11.9,20.1,34,4.5,0.0,58.3,8,6,1,58.3,0,4.47213595499958,0,1,0.0,1,0,0,1,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,0,1,0,5721.52,0,4.08260930600368,4.08260930600368,1
4,6,sep,sun,93.5,149.3,728.6,8.1,28.3,26,3.1,0.0,64.1,9,7,1,64.1,0,2.0,0,0,4.0,0,1,0,1,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0,0,1,1,5901.66,0,4.175924549214524,4.175924549214524,1
8,6,aug,sat,92.2,81.8,480.8,11.9,16.4,43,4.0,0.0,71.3,8,6,1,71.3,0,4.47213595499958,0,1,0.0,1,0,0,1,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,0,0,0,5721.52,0,4.280824129164719,4.280824129164719,1
4,4,sep,wed,92.9,133.3,699.6,9.2,26.4,21,4.5,0.0,88.49,9,3,2,88.49,1,0.0,0,0,4.47213595499958,0,0,1,1,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,1,0,1,1,6436.32,0,4.494126887194767,4.494126887194767,1
1,5,sep,sun,93.5,149.3,728.6,8.1,27.8,27,3.1,0.0,95.18,9,7,1,95.18,0,3.1622776601683795,1,0,7.0710678118654755,0,1,0,1,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,0,0,1,1,5901.66,0,4.566221435849517,4.566221435849517,1
6,4,sep,tue,91.0,129.5,692.6,7.0,18.7,43,2.7,0.0,103.39,9,2,1,103.39,0,2.0,0,0,2.8284271247461903,0,0,1,1,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,0,0,1,4848.2,0,4.648133885420207,4.648133885420207,1
9,4,sep,tue,84.4,73.4,671.9,3.2,24.3,36,3.1,0.0,105.66,9,2,1,105.66,0,5.0,1,0,2.23606797749979,0,0,1,1,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,0,1,0,2150.08,0,4.669646205172456,4.669646205172456,1
4,5,sep,sat,92.5,121.1,674.4,8.6,17.7,25,3.1,0.0,154.88,9,6,1,154.88,0,1.0,0,0,4.123105625617661,1,0,0,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0,0,0,1,5799.839999999999,0,5.049086480470509,5.049086480470509,2
8,6,aug,sun,91.4,142.4,601.4,10.6,19.6,41,5.8,0.0,196.48,8,7,1,196.48,0,4.47213595499958,0,1,0.0,0,1,0,1,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,0,0,1,6374.839999999999,0,5.285637313390662,5.285637313390662,2
2,2,sep,sat,92.5,121.1,674.4,8.6,18.2,46,1.8,0.0,200.94,9,6,1,200.94,0,2.8284271247461903,0,0,7.211102550927978,1,0,0,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0,0,0,1,5799.839999999999,0,5.307970623576175,5.307970623576175,2
1,2,sep,tue,91.0,129.5,692.6,7.0,18.8,40,2.2,0.0,212.88,9,2,1,212.88,0,3.605551275463989,1,0,8.06225774829855,0,0,1,1,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,0,0,1,4848.2,0,5.365415110080531,5.365415110080531,2
6,5,sep,sat,92.5,121.1,674.4,8.6,25.1,27,4.0,0.0,1090.84,9,6,1,1090.84,0,2.23606797749979,0,0,2.23606797749979,1,0,0,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,1,0,1,1,5799.839999999999,0,6.995619625423205,6.995619625423205,3
7,5,apr,sun,81.9,3.0,7.9,3.5,13.4,75,1.8,0.0,0.0,4,7,1,0.0,0,3.1622776601683795,0,0,1.0,0,1,0,0,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,0,0,0,0,27.650000000000002,0,0.0,0.0,0
6,3,apr,wed,88.0,17.2,43.5,3.8,15.2,51,2.7,0.0,0.0,4,3,1,0.0,0,2.23606797749979,0,0,2.0,0,0,1,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0,0,0,0,165.29999999999998,0,0.0,0.0,0
4,4,apr,fri,83.0,23.3,85.3,2.3,16.7,20,3.1,0.0,0.0,4,5,1,0.0,0,0.0,0,0,2.23606797749979,0,0,1,0,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0,0,0,0,196.18999999999997,0,0.0,0.0,0
2,4,aug,sun,94.2,122.3,589.9,12.9,15.4,66,4.0,0.0,10.13,8,7,1,10.13,0,2.0,0,0,6.324555320336759,0,1,0,1,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,0,0,1,7609.71,0,2.4096441652874536,2.4096441652874536,0
7,4,aug,sun,91.8,175.1,700.7,13.8,21.9,73,7.6,1.0,0.0,8,7,1,0.0,0,3.0,0,0,2.23606797749979,0,1,0,1,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0,1,0,1,9669.660000000002,1,0.0,0.0,0
2,4,aug,sun,91.8,175.1,700.7,13.8,22.4,54,7.6,0.0,2.87,8,7,1,2.87,0,2.0,0,0,6.324555320336759,0,1,0,1,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0,0,0,1,9669.660000000002,0,1.3532545070416904,1.3532545070416904,0
3,4,aug,sun,91.8,175.1,700.7,13.8,26.8,38,6.3,0.0,0.76,8,7,1,0.76,0,1.0,0,0,5.385164807134504,0,1,0,1,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0,0,1,1,9669.660000000002,0,0.5653138090500605,0.5653138090500605,0
5,4,aug,sun,91.8,175.1,700.7,13.8,25.7,39,5.4,0.0,0.09,8,7,1,0.09,0,1.0,0,0,3.605551275463989,0,1,0,1,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,0,1,1,9669.660000000002,0,0.08617769624105233,0.08617769624105233,0
2,4,aug,wed,92.2,91.6,503.6,9.6,20.7,70,2.2,0.0,0.75,8,3,1,0.75,0,2.0,0,0,6.324555320336759,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,0,1,4834.56,0,0.5596157879354227,0.5596157879354227,0
8,6,aug,wed,93.1,157.3,666.7,13.5,28.7,28,2.7,0.0,0.0,8,3,1,0.0,0,4.47213595499958,0,1,0.0,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,1,1,9000.45,0,0.0,0.0,0
3,4,aug,wed,93.1,157.3,666.7,13.5,21.7,40,0.4,0.0,2.47,8,3,1,2.47,0,1.0,0,0,5.385164807134504,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,1,1,9000.45,0,1.244154593958768,1.244154593958768,0
8,5,aug,wed,93.1,157.3,666.7,13.5,26.8,25,3.1,0.0,0.68,8,3,1,0.68,0,4.123105625617661,0,0,1.0,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,1,1,9000.45,0,0.5187937934151675,0.5187937934151675,0
8,5,aug,wed,93.1,157.3,666.7,13.5,24.0,36,3.1,0.0,0.24,8,3,1,0.24,0,4.123105625617661,0,0,1.0,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,0,1,1,9000.45,0,0.2151113796169455,0.2151113796169455,0
6,5,aug,wed,93.1,157.3,666.7,13.5,22.1,37,3.6,0.0,0.21,8,3,1,0.21,0,2.23606797749979,0,0,2.23606797749979,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,1,0,1,1,9000.45,0,0.19062035960864973,0.19062035960864973,0
7,4,aug,thu,91.9,109.2,565.5,8.0,21.4,38,2.7,0.0,1.52,8,4,1,1.52,0,3.0,0,0,2.23606797749979,0,0,1,1,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,1,1,4524.0,0,0.9242589015233319,0.9242589015233319,0
6,3,aug,thu,91.6,138.1,621.7,6.3,18.9,41,3.1,0.0,10.34,8,4,1,10.34,0,2.23606797749979,0,0,3.605551275463989,0,0,1,1,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,0,0,1,3916.71,0,2.428336298299606,2.428336298299606,0
2,5,aug,thu,87.5,77.0,694.8,5.0,22.3,46,4.0,0.0,0.0,8,4,1,0.0,0,2.23606797749979,0,0,6.082762530298219,0,0,1,1,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,1,0,0,0,3474.0,0,0.0,0.0,0
8,6,aug,sat,94.2,117.2,581.1,11.0,23.9,41,2.2,0.0,8.02,8,6,1,8.02,0,4.47213595499958,0,1,0.0,1,0,0,1,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0,0,0,1,6392.1,0,2.199444334074532,2.199444334074532,0
4,3,aug,sat,94.2,117.2,581.1,11.0,21.4,44,2.7,0.0,0.68,8,6,1,0.68,0,1.0,0,0,5.0,1,0,0,1,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0,0,0,1,6392.1,0,0.5187937934151675,0.5187937934151675,0
3,4,aug,sat,91.8,170.9,692.3,13.7,20.6,59,0.9,0.0,0.0,8,6,1,0.0,0,1.0,0,0,5.385164807134504,1,0,0,1,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0,0,0,1,9484.509999999998,0,0.0,0.0,0
7,4,aug,sat,91.8,170.9,692.3,13.7,23.7,40,1.8,0.0,1.38,8,6,1,1.38,0,3.0,0,0,2.23606797749979,1,0,0,1,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0,0,1,1,9484.509999999998,0,0.8671004876833833,0.8671004876833833,0
2,4,aug,mon,93.6,97.9,542.0,14.4,28.3,32,4.0,0.0,8.85,8,1,1,8.85,0,2.0,0,0,6.324555320336759,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,1,0,1,1,7804.8,0,2.2874714551839976,2.2874714551839976,0
3,4,aug,fri,91.6,112.4,573.0,8.9,11.2,84,7.6,0.0,3.3,8,5,1,3.3,0,1.0,0,0,5.385164807134504,0,0,1,1,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,0,0,1,5099.7,0,1.4586150226995167,1.4586150226995167,0
2,4,aug,fri,91.6,112.4,573.0,8.9,21.4,42,3.1,0.0,4.25,8,5,1,4.25,0,2.0,0,0,6.324555320336759,0,0,1,1,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,0,0,1,5099.7,0,1.6582280766035324,1.6582280766035324,0
6,3,aug,fri,91.1,141.1,629.1,7.1,19.3,39,3.6,0.0,1.56,8,5,1,1.56,0,2.23606797749979,0,0,3.605551275463989,0,0,1,1,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,1,0,0,1,4466.61,0,0.9400072584914712,0.9400072584914712,0
4,4,aug,fri,94.3,167.6,684.4,13.0,21.8,53,3.1,0.0,6.54,8,5,1,6.54,0,0.0,0,0,4.47213595499958,0,0,1,1,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,0,0,1,8897.199999999999,0,2.020222182019865,2.020222182019865,0
4,4,aug,tue,93.7,102.2,550.3,14.6,22.1,54,7.6,0.0,0.79,8,2,1,0.79,0,0.0,0,0,4.47213595499958,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,0,0,1,8034.379999999999,0,0.5822156198526637,0.5822156198526637,0
6,5,aug,tue,94.3,131.7,607.1,22.7,19.4,55,4.0,0.0,0.17,8,2,1,0.17,0,2.23606797749979,0,0,2.23606797749979,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,1,0,0,1,13781.17,0,0.15700374880966478,0.15700374880966478,0
2,2,aug,tue,92.1,152.6,658.2,14.3,23.7,24,3.1,0.0,0.0,8,2,1,0.0,0,2.8284271247461903,0,0,7.211102550927978,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,0,1,1,9412.26,0,0.0,0.0,0
3,4,aug,tue,92.1,152.6,658.2,14.3,21.0,32,3.1,0.0,0.0,8,2,1,0.0,0,1.0,0,0,5.385164807134504,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,0,1,1,9412.26,0,0.0,0.0,0
4,4,aug,tue,92.1,152.6,658.2,14.3,19.1,53,2.7,0.0,4.4,8,2,1,4.4,0,0.0,0,0,4.47213595499958,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,0,0,1,9412.26,0,1.6863989535702288,1.6863989535702288,0
2,2,aug,tue,92.1,152.6,658.2,14.3,21.8,56,3.1,0.0,0.52,8,2,1,0.52,0,2.8284271247461903,0,0,7.211102550927978,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,0,0,1,9412.26,0,0.41871033485818504,0.41871033485818504,0
8,6,aug,tue,92.1,152.6,658.2,14.3,20.1,58,4.5,0.0,9.27,8,2,1,9.27,0,4.47213595499958,0,1,0.0,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,1,0,0,1,9412.26,0,2.329227023940467,2.329227023940467,0
2,5,aug,tue,92.1,152.6,658.2,14.3,20.2,47,4.0,0.0,3.09,8,2,1,3.09,0,2.23606797749979,0,0,6.082762530298219,0,0,1,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,1,0,0,1,9412.26,0,1.4085449700547104,1.4085449700547104,0
4,6,dec,sun,84.4,27.2,353.5,6.8,4.8,57,8.5,0.0,8.98,12,7,1,8.98,0,2.0,0,0,2.23606797749979,0,1,0,1,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,0,0,0,0,2403.7999999999997,0,2.300583090323373,2.300583090323373,0
8,6,dec,wed,84.0,27.8,354.6,5.3,5.1,61,8.0,0.0,11.19,12,3,1,11.19,0,4.47213595499958,0,1,2.23606797749979,0,0,1,1,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,0,0,0,0,1879.38,0,2.5006159434931803,2.5006159434931803,0
